Timestamp,Profil A,Profil B,NO1,NO2,NO3,NO4,NO5
2024-06-16 15:00:00,0.24,1.53,1.129503833194492,1.228804792293179,1.136534745794323,1.360182571052136,1.162769256002124
2024-06-16 16:00:00,1.73,0.993,1.146677580150057,1.239281896568378,1.155038482101782,1.381327424938011,1.164066995735641
2024-06-16 17:00:00,1.66,1.416,1.18698267317963,1.262837028546407,1.168257177316075,1.395594972135615,1.158452490666833
2024-06-16 18:00:00,0.2,2.04,1.219292428362096,1.294067975607086,1.196969425690378,1.414423031285035,1.184343593308236
2024-06-16 19:00:00,0.11,0.859,1.240077436070274,1.313190944742451,1.228922177875589,1.459360714899467,1.229466642715444
2024-06-16 20:00:00,0.08,0.792,1.260864533207846,1.316466504819983,1.268797717184527,1.506118708009067,1.271068354707196
2024-06-16 21:00:00,0.11,0.826,1.238966313855915,1.298784057028418,1.269086500801969,1.501321205574514,1.259761750417845
2024-06-16 22:00:00,0.17,1.323,1.192186079131233,1.254454701173925,1.234139281584542,1.457049075688017,1.212357737546666
2024-06-16 23:00:00,0.58,0.958,1.092778296097582,1.154301923485585,1.157228144777251,1.366356516829107,1.126251815867164
2024-06-17 00:00:00,0.49,0.614,0.9665121391746723,1.02646978526126,1.059294542144946,1.240957470314328,1.007192889971846
2024-06-17 01:00:00,0.27,1.027,0.8663063750539393,0.9438185183992788,0.9503312312252572,1.118123603689125,0.9024916728168723
2024-06-17 02:00:00,0.22,0.518,0.8121339510799209,0.8860598499726344,0.8845616905723436,1.044710262936079,0.8452630140302785
2024-06-17 03:00:00,0.06,0.512,0.7818132679248712,0.8513263256173336,0.8432820239918833,1.00637838899482,0.8154115170897618
2024-06-17 04:00:00,0.21,0.558,0.7587479275964661,0.8308736035542964,0.8191591899257963,0.9827399608828368,0.7952889425160784
2024-06-17 05:00:00,0.13,0.51,0.7650521677908747,0.8429759183542063,0.8176471144090557,0.9861363617764757,0.8041225901932532
2024-06-17 06:00:00,0.19,1.034,0.8651484181599328,0.9450307459515148,0.8984163566554598,1.075102498424675,0.8964851282171433
2024-06-17 07:00:00,0.04,0.526,0.9954406668029343,1.056160361868581,1.003417251874988,1.204647249932486,1.013754202640488
2024-06-17 08:00:00,0.28,0.741,0.9838488337762031,1.022366069991308,0.9753568941850518,1.194727571053299,1.005268246586148
2024-06-17 09:00:00,0.11,2.413,0.9390639322295655,0.9767931489649399,0.9384220761135535,1.147732636644107,0.9658490993365587
2024-06-17 10:00:00,0.61,2.49,0.9193540005904931,0.956588970091111,0.9183282272663975,1.120070459994926,0.951204151681642
2024-06-17 11:00:00,0.27,1.028,0.9132737752946787,0.9516283442258782,0.9116846042135,1.099963460641423,0.9457760387990113
2024-06-17 12:00:00,0.41,0.785,0.9044934250868706,0.9574108206432503,0.9045800923070801,1.087277592739593,0.941121914646861
2024-06-17 13:00:00,0.33,0.498,0.8921538915763894,0.96225965036541,0.8993052847792787,1.092687954696105,0.9294049724900328
2024-06-17 14:00:00,0.43,0.984,0.9012770093797551,0.9884430636489488,0.9306558477728927,1.128028429503179,0.9513249690537273
2024-06-17 15:00:00,0.16,0.537,0.9504857032545252,1.078370142622581,1.025010493962242,1.219989934286439,1.052211535833245
2024-06-17 16:00:00,0.21,0.489,1.051475642161205,1.176949872830881,1.14672702767223,1.30845249883385,1.179388806235332
2024-06-17 17:00:00,0.07,1.156,1.091108718857169,1.177325102218216,1.153101811327511,1.287446827663527,1.206853008133891
2024-06-17 18:00:00,0.11,1.237,1.090698099066567,1.183213515340781,1.127162701175722,1.273063577665573,1.189369477017756
2024-06-17 19:00:00,0.39,0.981,1.103623174581545,1.218175428994559,1.14540881691766,1.304943165544162,1.205689818773942
2024-06-17 20:00:00,0.88,0.845,1.150609343417138,1.262482373394289,1.200356894185052,1.359641971570497,1.254669743721909
2024-06-17 21:00:00,0.33,0.73,1.187482909768118,1.269731979009047,1.231384655937295,1.394462548180397,1.280655553342783
2024-06-17 22:00:00,0.22,0.866,1.176797983239082,1.243225024950903,1.218701135934112,1.382674083651808,1.262159249323477
2024-06-17 23:00:00,0.4,0.704,1.095592650632509,1.168902804159557,1.134966081126783,1.295431639074609,1.16632401235508
2024-06-18 00:00:00,0.23,0.74,0.9557967025480311,1.039432126387291,1.005349307949013,1.155720896737685,1.030106049838739
2024-06-18 01:00:00,0.28,1.087,0.8580825725575691,0.948178313602086,0.9067250545832525,1.037211790652095,0.9322572294284398
2024-06-18 02:00:00,0.05,0.61,0.7984118635599763,0.892420207157976,0.8508086776181311,0.9671606852784609,0.8752823049830929
2024-06-18 03:00:00,0.22,0.571,0.7624996593541354,0.8617668144833526,0.8152840567168484,0.9297129260997475,0.8390347746636159
2024-06-18 04:00:00,0.09,0.641,0.7404460189853295,0.8441093575205427,0.8091603379934251,0.9181273092550236,0.8249481074242696
2024-06-18 05:00:00,0.24,0.574,0.7493292092473998,0.8516855126234377,0.8161126280033223,0.9272367909589726,0.8363470594207086
2024-06-18 06:00:00,0.12,1.048,0.8404859881001044,0.9512728062903913,0.8901421899944795,1.013207895350598,0.9236222501620424
2024-06-18 07:00:00,0.19,0.64,0.9693236135713311,1.053900831368257,0.9915068956427893,1.144837620756392,1.031540768275636
2024-06-18 08:00:00,0.1,0.675,0.9637551891720033,1.015585040200236,0.9659882925761802,1.138270928039215,1.012350042560502
2024-06-18 09:00:00,0.38,0.68,0.921355498024254,0.9703187850595156,0.9286635433607369,1.101251733859254,0.9718730525641726
2024-06-18 10:00:00,0.16,0.682,0.9024019621201799,0.9498407281916735,0.9061177506229205,1.079448356567388,0.9398410033345569
2024-06-18 11:00:00,0.29,0.646,0.9012027615024754,0.9445743764738075,0.8957875157284315,1.063844114289455,0.9253548921149837
2024-06-18 12:00:00,1.14,0.722,0.893619475859563,0.9474472246142951,0.8891786650353859,1.062650032529041,0.9188801902337314
2024-06-18 13:00:00,1.72,1.026,0.8897047735840486,0.9493824052537968,0.8954457176392184,1.072386976926885,0.9297012174646435
