startTime,NO1,NO2,NO3,NO4,NO5
2024-07-23 07:00:00+02:00,0.6505673570214006,0.7231203158673486,0.7902899469163784,0.8767593172084576,0.7230180814817996
2024-07-23 08:00:00+02:00,0.7052821624114513,0.7830645887612983,0.8509879617479821,0.9259244806047442,0.7697887046353067
2024-07-23 09:00:00+02:00,0.7562829059355739,0.8415998745537007,0.9141976321126088,0.9746708553710726,0.8144617900393789
2024-07-23 10:00:00+02:00,0.782743794660244,0.8681965486184824,0.9526676508012246,1.0079056068917278,0.8273193900768453
2024-07-23 11:00:00+02:00,0.7906798025621169,0.8614654701019653,0.9637636188317626,1.021207115888852,0.8204878058299412
2024-07-23 12:00:00+02:00,0.7805326047583728,0.84733844768246,0.9583711578989224,1.017988603778833,0.801556029957577
2024-07-23 13:00:00+02:00,0.7688046238303566,0.841137492360642,0.9543282039047278,1.0276399677666106,0.7875455159252075
2024-07-23 14:00:00+02:00,0.766250268948744,0.8409184599054328,0.9654290926080559,1.056077507393636,0.7904033891557942
2024-07-23 15:00:00+02:00,0.792616460480195,0.8702172794235903,1.0154329446498866,1.1205802010087251,0.8264298732774198
2024-07-23 16:00:00+02:00,0.8394913895548932,0.9110962719933094,1.0734210853314246,1.18270371870232,0.8666038972949978
2024-07-23 17:00:00+02:00,0.8688845594823837,0.9315560809289458,1.0854865998648058,1.1898381376627518,0.8760588770201656
2024-07-23 18:00:00+02:00,0.8906349550753465,0.9530084595837756,1.0915248121197663,1.1925718808673562,0.8898881859586542
2024-07-23 19:00:00+02:00,0.902048186536494,0.9745709093248415,1.0998089635770807,1.2119963021593916,0.9115320279905865
2024-07-23 20:00:00+02:00,0.9110333895893914,0.999055936183216,1.1159765795856693,1.2319567876236877,0.9414189650664054
2024-07-23 21:00:00+02:00,0.9228008617253937,1.0110679018302293,1.1206166746192692,1.2242526803208613,0.958485300258753
2024-07-23 22:00:00+02:00,0.9188497073565313,1.0112396024317283,1.1152257545031612,1.2042351319400983,0.9566349632555253
2024-07-23 23:00:00+02:00,0.8581852019634847,0.9485979767763517,1.0714742633901944,1.1451411437944587,0.9119331925738304
2024-07-24 00:00:00+02:00,0.7679468186996999,0.8447289488454975,0.9847613059394548,1.0524104078635736,0.8242089426420485
2024-07-24 01:00:00+02:00,0.6949556383707893,0.7642915615254839,0.8964145564980105,0.962109838057177,0.7478181576924128
2024-07-24 02:00:00+02:00,0.6488266614617141,0.7190736639631512,0.838680292362635,0.899321140921753,0.7026118025390953
2024-07-24 03:00:00+02:00,0.6229899275089309,0.6911402852763746,0.8138269583003005,0.8664270316481844,0.6788031986512276
2024-07-24 04:00:00+02:00,0.6027588366930999,0.6745027445266275,0.7841967856015627,0.8459271727703717,0.6638290149980681
2024-07-24 05:00:00+02:00,0.5936984516779164,0.6599826145134234,0.7705317401342522,0.8432016329268742,0.6623467703223238
2024-07-24 06:00:00+02:00,0.6081648910818283,0.6852448844693406,0.7941587118548029,0.8816227006287096,0.6804122810098621
2024-07-24 07:00:00+02:00,0.6497714511377511,0.7294642021412615,0.8381291177179611,0.9470028101722509,0.7166417674538408
2024-07-24 08:00:00+02:00,0.7061574831028176,0.7890762532909391,0.8910200384216791,1.0041291124846095,0.763207471324927
2024-07-24 09:00:00+02:00,0.761914953495867,0.8411794146832576,0.9400336997392992,1.064458479398206,0.802555252446016
2024-07-24 10:00:00+02:00,0.7981780184563987,0.8732601245128928,0.9599768376423106,1.1028338971403329,0.82277563779841
2024-07-24 11:00:00+02:00,0.8205726658284271,0.8821511041633496,0.9573810630329268,1.1168782954075978,0.8202519191517095
2024-07-24 12:00:00+02:00,0.8260178572239144,0.8762248244162352,0.9344877565069574,1.1135842990317792,0.8078518770025719
2024-07-24 13:00:00+02:00,0.8269118441419319,0.8768154484763976,0.9155837436036355,1.1091987123111724,0.8012517513356984
2024-07-24 14:00:00+02:00,0.8262328701833385,0.8759279362735873,0.9188959607532239,1.127239159157194,0.7979793391171317
2024-07-24 15:00:00+02:00,0.8495403512435146,0.9008597854878632,0.957408400579556,1.1807555150141735,0.8230498023283496
2024-07-24 16:00:00+02:00,0.8995165204286822,0.9376032313524172,1.0116491250742463,1.238810074078922,0.8582737196223749
2024-07-24 17:00:00+02:00,0.9258327848463253,0.9511599062695507,1.02329134120489,1.2381519947314386,0.8664599017300659
2024-07-24 18:00:00+02:00,0.939760784011112,0.9607565018664068,1.0277612786019081,1.2397207825941121,0.8797383631304321
2024-07-24 19:00:00+02:00,0.9457999210178709,0.9733382868299711,1.0431224200190368,1.25208897651645,0.898619927956196
2024-07-24 20:00:00+02:00,0.9436358651493625,0.987949268474693,1.059108050410436,1.2650532378338357,0.9243199743983015
2024-07-24 21:00:00+02:00,0.9463221109108818,0.9996233412621446,1.0789407446250656,1.2702187189377794,0.9520519995472871
2024-07-24 22:00:00+02:00,0.943101637290459,1.0025888453045515,1.082527480447441,1.258852042590267,0.9593066466848532
2024-07-24 23:00:00+02:00,0.8881490492639683,0.9459732093029241,1.0491785067237938,1.2127679174046606,0.9166599540262184
2024-07-25 00:00:00+02:00,0.8024361702513971,0.8718375526102906,0.9621312278033348,1.1276368953880767,0.8297481238072566
2024-07-25 01:00:00+02:00,0.7288885217208159,0.7799362002222618,0.8757640374879774,1.0369733510583905,0.7464215160183736
2024-07-25 02:00:00+02:00,0.6835044901427476,0.7269122322845853,0.8258327555055186,0.972755005624297,0.6977336996608609
2024-07-25 03:00:00+02:00,0.660383931716422,0.6977740037215197,0.7992894581839058,0.9341065548624604,0.6756398178249043
2024-07-25 04:00:00+02:00,0.6356522418031745,0.6776364329378616,0.7752003757744756,0.9118580631966459,0.6542142625772234
2024-07-25 05:00:00+02:00,0.6271625130274057,0.6682386468721705,0.7703713009700052,0.9114012066673484,0.6508533115826365
2024-07-25 06:00:00+02:00,0.6415958708117118,0.6942445427628987,0.7822983380926463,0.9383652316187749,0.6677015029055132
2024-07-25 07:00:00+02:00,0.6797576811762612,0.7365626603236789,0.8168731686586194,0.994721137130586,0.707450329187432
2024-07-25 08:00:00+02:00,0.7294448418736224,0.7920222937362996,0.8622483342404609,1.0443911238367931,0.7520092726655401
2024-07-25 09:00:00+02:00,0.7741062382662566,0.8476220389875023,0.9060798421349557,1.0926435422844873,0.7920104434566436
2024-07-25 10:00:00+02:00,0.7944339841891779,0.8716440786183094,0.9204406900133957,1.117572103487064,0.8072820474794818
2024-07-25 11:00:00+02:00,0.7944309883397911,0.8872287222836044,0.9095997703600427,1.1170016157071274,0.807971292202141
2024-07-25 12:00:00+02:00,0.7838878226892922,0.8929145417496931,0.8872911183515628,1.1008434400245424,0.8040716992471814
2024-07-25 13:00:00+02:00,0.7754313569200489,0.8923727502416415,0.8723455335773879,1.0867739441660702,0.8215708894500013
2024-07-25 14:00:00+02:00,0.7681679563949582,0.9025188608997586,0.8715349840569228,1.093320625830862,0.8433346081947571
2024-07-25 15:00:00+02:00,0.7841693871399988,0.9383731458742435,0.9087236342760003,1.1354696390223948,0.890208205684581
2024-07-25 16:00:00+02:00,0.8280484129260914,0.9875117443377093,0.9580464697827119,1.1770579813886901,0.9457644290246919
2024-07-25 17:00:00+02:00,0.8581776248179794,1.013723706916655,0.975441000673511,1.1795148788219656,0.9692483130851516
2024-07-25 18:00:00+02:00,0.8780236290811639,1.0379303911777145,0.9888138251207226,1.1841018509050005,0.9823806866299558
2024-07-25 19:00:00+02:00,0.8960403041604178,1.05779725919886,1.0055823385996436,1.1979950506186727,0.9904476714916268
2024-07-25 20:00:00+02:00,0.9181923771066268,1.0755391941639365,1.0389210401397722,1.2223092749769915,1.008411041340634
2024-07-25 21:00:00+02:00,0.9329719552184065,1.0708480851221236,1.0551318317265992,1.2315754167092752,1.0147138391411077
2024-07-25 22:00:00+02:00,0.9381148299991648,1.0482483607783348,1.053224478028874,1.2195345945393188,0.9969350249963901
2024-07-25 23:00:00+02:00,0.8893276043009503,0.9768744702785029,1.014602268067371,1.1775566417834133,0.9334196076288749
2024-07-26 00:00:00+02:00,0.7963591913954131,0.8824388702229671,0.9188536507171208,1.0876622792307127,0.8356179021066352
2024-07-26 01:00:00+02:00,0.7183795590221795,0.8084952818732901,0.8298909221046145,0.9942949289529871,0.7579307909053302
2024-07-26 02:00:00+02:00,0.6718931108109285,0.748830962877422,0.7766399335939539,0.929243801281055,0.7167418571796533
2024-07-26 03:00:00+02:00,0.6434023995235812,0.7102220181390942,0.747415656617119,0.8868573251638131,0.6866093241439599
2024-07-26 04:00:00+02:00,0.6215534990631401,0.6874468718184611,0.7231125597393463,0.862837626694371,0.6646024008929199
2024-07-26 05:00:00+02:00,0.6019444383923773,0.6747809332031632,0.7031080614255927,0.8501662671891232,0.6516908889391894
2024-07-26 06:00:00+02:00,0.61624290092524,0.6980675865418793,0.7185241554478058,0.878857276081248,0.6694757217898984
2024-07-26 07:00:00+02:00,0.6561854910163115,0.7459426040328041,0.7589044493542061,0.9347797419893163,0.7141735027591537
2024-07-26 08:00:00+02:00,0.7145354372739552,0.8152607715950598,0.8171467767469487,0.9873879485941935,0.7738252718176071
2024-07-26 09:00:00+02:00,0.7805475819570933,0.8872821434947432,0.8786172034405888,1.0371662999108333,0.8377954479819543
2024-07-26 10:00:00+02:00,0.8332978379595335,0.9344354894483482,0.9139836420435765,1.064869972104742,0.876199978145318
2024-07-26 11:00:00+02:00,0.8650958828997632,0.9490060168781392,0.9221062546443225,1.0667009562919758,0.8920101234009008
2024-07-26 12:00:00+02:00,0.8774563524917571,0.9400057257648158,0.9171087026216969,1.0524154348306243,0.8879327031900031
2024-07-26 13:00:00+02:00,0.8839511888680698,0.929913743604755,0.9108892743797422,1.0400271590193304,0.8794549598420218
2024-07-26 14:00:00+02:00,0.8907209101340654,0.9294943795828234,0.9175016713348063,1.0455707893294504,0.8801055268929667
2024-07-26 15:00:00+02:00,0.9216480474820979,0.9554211573443389,0.9524269272540653,1.079885474014872,0.9107160140182174
2024-07-26 16:00:00+02:00,0.9743890438218077,0.9941269736598733,0.9977629711735131,1.1203091383555706,0.9415659660159695
2024-07-26 17:00:00+02:00,1.0111770483826457,1.0096076403576353,1.0275247096599425,1.1327998331192788,0.9581035209453711
2024-07-26 18:00:00+02:00,1.0376423446192282,1.0261394834909796,1.0647750221809116,1.1418845250852812,0.9752118343102896
2024-07-26 19:00:00+02:00,1.0238028708585705,1.0269091646012634,1.0810441306946539,1.1510661551172665,0.9840240713711471
2024-07-26 20:00:00+02:00,0.9876951791653958,1.016490926431964,1.068237133207248,1.1504249732090999,0.9769166556092383
2024-07-26 21:00:00+02:00,0.9645323144073089,1.0061861581243938,1.0474660576132095,1.1424960120415895,0.9667905618994841
2024-07-26 22:00:00+02:00,0.9471490587825178,1.0035337297406839,1.024623297288834,1.1230342841716907,0.9620018888689421
2024-07-26 23:00:00+02:00,0.9002222319055296,0.9652669637845375,0.9873908040549441,1.0865388202187447,0.9337656007305708
2024-07-27 00:00:00+02:00,0.8293160703229825,0.8880137024855859,0.9251151184984889,1.0339279710411682,0.8713740243521698
2024-07-27 01:00:00+02:00,0.7569180951135949,0.8029406788520147,0.8456553702083665,0.9552831462052886,0.7987530440212302
2024-07-27 02:00:00+02:00,0.7089686676725256,0.7484099166110473,0.7927973397486878,0.893548356749903,0.753665274742429
2024-07-27 03:00:00+02:00,0.667889892932297,0.7190098828373152,0.7551111420391283,0.849869194429106,0.7191465423040898
2024-07-27 04:00:00+02:00,0.6399270661415865,0.6956599789316242,0.7269213754572929,0.8223527005746774,0.7002213940056198
2024-07-27 05:00:00+02:00,0.6138760433064075,0.6707115803694204,0.7100259463973277,0.8063573634374297,0.684944036840462
2024-07-27 06:00:00+02:00,0.6099740728031331,0.673960774222601,0.7141297021631939,0.809279383193243,0.6844319388073681
2024-07-27 07:00:00+02:00,0.6407291207085315,0.7082386998721423,0.7489773043581994,0.8441842648833262,0.7089163284420855
2024-07-27 08:00:00+02:00,0.7136743268097746,0.7937591932902852,0.8288201348019724,0.920225739820439,0.7761143849516078
2024-07-27 09:00:00+02:00,0.8037231854139546,0.8908911440449673,0.9200223675839033,1.0083178109086446,0.8552949188261005
2024-07-27 10:00:00+02:00,0.8662637783624106,0.9468327476539319,0.9739811317003341,1.0641849193202038,0.9018061192631908
2024-07-27 11:00:00+02:00,0.8953067416158744,0.960703056522753,0.9891474968188325,1.0837585127921958,0.9132900405869497
2024-07-27 12:00:00+02:00,0.8960402561490851,0.9477473724840579,0.9770753141402896,1.0846181974354254,0.8984770917889479
2024-07-27 13:00:00+02:00,0.8902361771546535,0.9336537549152842,0.9617497912358837,1.0901048326073175,0.8893189978145489
2024-07-27 14:00:00+02:00,0.8690553095376862,0.9071309214599902,0.9581692878161284,1.1026200380391435,0.8741132141742116
2024-07-27 15:00:00+02:00,0.865254469627233,0.9020515129827834,0.9814915699061555,1.1368618115630815,0.8757135497970653
2024-07-27 16:00:00+02:00,0.8840755992033015,0.9179766317939481,1.0168363289327185,1.1682692189704889,0.8938510771152045
2024-07-27 17:00:00+02:00,0.9126121832406454,0.938833037143064,1.0489025966279626,1.1885871116837432,0.9172265064002497
2024-07-27 18:00:00+02:00,0.9347728556047592,0.976940743182933,1.0884829807539367,1.2215160030267707,0.9521877926943491
2024-07-27 19:00:00+02:00,0.9369617791721816,0.9851190524055743,1.0939961179815494,1.231723418614639,0.9665041757727131
2024-07-27 20:00:00+02:00,0.9272197892779784,0.9687326648278745,1.0720456895180532,1.2154326850318016,0.9552816890415236
2024-07-27 21:00:00+02:00,0.9183720879563813,0.9554222922714443,1.041269285827899,1.1797975335910178,0.9375405088979082
2024-07-27 22:00:00+02:00,0.9073330573575683,0.9547872656947337,1.021711393550183,1.1491834672883816,0.9253645020293475
2024-07-27 23:00:00+02:00,0.8655638892974056,0.915474641556165,0.9918824310084301,1.1069100353804937,0.900872151108336
2024-07-28 00:00:00+02:00,0.7902131638504757,0.8353687850301954,0.9248579793275361,1.0428058916402843,0.8263795021093424
2024-07-28 01:00:00+02:00,0.7249596249638008,0.7655180810087088,0.8595644318303257,0.9725888613476656,0.759113959124418
2024-07-28 02:00:00+02:00,0.6834404705382522,0.7203547850141125,0.8145572618304996,0.9212211941983459,0.7163137437022179
2024-07-28 03:00:00+02:00,0.656731215281781,0.6932347998102238,0.7892030986328538,0.887420055464206,0.6918389328795939
2024-07-28 04:00:00+02:00,0.636597212828867,0.6770747766510933,0.7665647872237313,0.8646173542428481,0.677732447188389
2024-07-28 05:00:00+02:00,0.6156215758383436,0.6595241441977532,0.7505479271617487,0.8542720527482597,0.664555164864327
2024-07-28 06:00:00+02:00,0.6084785760389706,0.6599282227779698,0.7389435868887171,0.8554615472713738,0.6562424436370449
2024-07-28 07:00:00+02:00,0.6323442758230016,0.6930910202079497,0.7583747337656044,0.8871886682864178,0.6765388833168775
2024-07-28 08:00:00+02:00,0.6943207507260244,0.7666908979792051,0.8232696690367846,0.9594966500601272,0.7399015770309981
2024-07-28 09:00:00+02:00,0.7929316134490857,0.8739816817710301,0.9188779509457691,1.0535117922791863,0.8362141109346279
2024-07-28 10:00:00+02:00,0.8668234764381366,0.9668911922931559,0.9842315176789579,1.1283831938547624,0.902624482420846
2024-07-28 11:00:00+02:00,0.9035576330379003,1.0103280072693939,1.0146356720539005,1.1773827930072562,0.9462305407799688
2024-07-28 12:00:00+02:00,0.9143481848709134,1.0219707133494698,1.015069028334547,1.2019099156584125,0.9508895531940634
2024-07-28 13:00:00+02:00,0.9130342146090906,1.0249763181807217,1.024050938064622,1.2242902954000703,0.9579184049391003
2024-07-28 14:00:00+02:00,0.9214497429524114,1.037281375395032,1.0460501626608278,1.2534881095540777,0.9741856299343196
2024-07-28 15:00:00+02:00,0.9291623507666945,1.036437032093087,1.0823674668403043,1.2875212899109139,1.002705226720158
2024-07-28 16:00:00+02:00,0.942804583009168,1.0323411629421746,1.107231187138238,1.294092571232238,1.013561764120496
2024-07-28 17:00:00+02:00,0.9532535606742155,1.0257239238643583,1.1211556747379907,1.2861799232663347,1.0152621165231168
2024-07-28 18:00:00+02:00,0.9630762917969002,1.03841128364306,1.1322739958893657,1.2896376829378033,1.0289425970082853
2024-07-28 19:00:00+02:00,0.9726050726841433,1.056824465048208,1.1465307390443147,1.3050924812460631,1.0468266202520284
2024-07-28 20:00:00+02:00,0.9851676778203744,1.0635172286240422,1.1591182267111695,1.3157887288225718,1.0619772011504793
2024-07-28 21:00:00+02:00,0.9989958667219827,1.062232443690343,1.1533138074065974,1.3117852439034368,1.0633493469038913
2024-07-28 22:00:00+02:00,0.994797135301535,1.06015857571347,1.1388819273754818,1.2918272101831627,1.044142038159389
2024-07-28 23:00:00+02:00,0.920809007695541,0.9796951518611738,1.0747232529183266,1.2339112899927192,0.9827062023641806
2024-07-29 00:00:00+02:00,0.8217105316907514,0.8785250992696902,0.9780195829916251,1.143283869014995,0.8898293793733243
2024-07-29 01:00:00+02:00,0.738093807274698,0.7939050742130395,0.8978404035885583,1.0582111041123008,0.8100724318122392
2024-07-29 02:00:00+02:00,0.6963105994104933,0.7439136944729017,0.8386220333507294,0.9865945698322194,0.7679450205080374
2024-07-29 03:00:00+02:00,0.6693516061652198,0.7135390509029561,0.811023981709287,0.9599226131557635,0.739402047291417
2024-07-29 04:00:00+02:00,0.6476129698737926,0.6965453343647624,0.7856852307462909,0.9357874888541675,0.7195691555996113
2024-07-29 05:00:00+02:00,0.6396755443677781,0.6918812913020613,0.7763701881259474,0.9299151280645926,0.7129286492013378
2024-07-29 06:00:00+02:00,0.675258873691788,0.734776444174972,0.8106458908024553,0.9665714601245061,0.7437934600629876
2024-07-29 07:00:00+02:00,0.7227074461759679,0.7838944757965297,0.8627349089192078,1.0319089027592583,0.7921957063857852
2024-07-29 08:00:00+02:00,0.7607254908546576,0.8231031970549589,0.9085910186634857,1.0706442495684825,0.8314173766103005
2024-07-29 09:00:00+02:00,0.7907353310959796,0.8675053193114728,0.9482363875841846,1.1088561308213967,0.866890739577195
2024-07-29 10:00:00+02:00,0.8036299415667588,0.8836490074639227,0.9617181092969507,1.1318691458815637,0.8836247516985963
2024-07-29 11:00:00+02:00,0.8101398966411553,0.8903406450077278,0.9591815402967271,1.132958288000131,0.8837986504891879
2024-07-29 12:00:00+02:00,0.8136769822775801,0.8907985159000371,0.9420168493252814,1.1249581980154284,0.8733980900792613
2024-07-29 13:00:00+02:00,0.8084683628071557,0.8834674351992872,0.9282597480056661,1.119131974837005,0.8555613660577347
2024-07-29 14:00:00+02:00,0.8026210989661392,0.8783798736231305,0.9325759089440592,1.135698322194318,0.853963768483576
2024-07-29 15:00:00+02:00,0.824612313555114,0.9141798449961483,0.981424588086185,1.1955040370409757,0.8840009210079574
